filename,latitude,longitude,roll,pitch,heading,date,time
N94E70-0001.jpg,2.542821928,102.8090175,0,0,155.8094,4/9/2022,43:17.2
N94E70-0002.jpg,2.542752809,102.8090486,0,0,155.7978,4/9/2022,43:18.5
N94E70-0003.jpg,2.542683689,102.8090797,0,0,154.6215,4/9/2022,43:19.8
N94E70-0004.jpg,2.54261457,102.8101108,0,0,154.51,4/9/2022,43:21.1
N94E70-0005.jpg,2.542545451,102.8091419,0,0,154.45,4/9/2022,43:22.4
N94E70-0006.jpg,2.542476331,102.809173,0,0,154.38,4/9/2022,43:23.7
N94E70-0007.jpg,2.542407212,102.8092041,0,0,154.32,4/9/2022,43:25.0
N94E70-0008.jpg,2.542338092,102.8092352,0,0,154.25,4/9/2022,43:26.3
N94E70-0009.jpg,2.542268973,102.8092663,0,0,154.18,4/9/2022,43:27.6
N94E70-0010.jpg,2.542199853,102.8092974,0,0,154.11,4/9/2022,43:28.9
N94E70-0011.jpg,2.542130734,102.8093285,0,0,154.04,4/9/2022,43:30.2
N94E70-0012.jpg,2.542061615,102.8093596,0,0,153.97,4/9/2022,43:31.5
N94E70-0013.jpg,2.541992495,102.8093907,0,0,153.9,4/9/2022,43:32.8
N94E70-0014.jpg,2.541923376,102.8094218,0,0,153.83,4/9/2022,43:34.1
N94E70-0015.jpg,2.541854257,102.8094529,0,0,153.76,4/9/2022,43:35.4
N94E70-0016.jpg,2.541785137,102.809484,0,0,153.69,4/9/2022,43:36.7
N94E70-0017.jpg,2.541716018,102.8095151,0,0,153.62,4/9/2022,43:38.0
N94E70-0018.jpg,2.541646898,102.8095462,0,0,153.55,4/9/2022,43:39.3
N94E70-0019.jpg,2.541577779,102.8095773,0,0,153.48,4/9/2022,43:40.6
N94E70-0020.jpg,2.541508659,102.8096084,0,0,153.41,4/9/2022,43:41.9
N94E70-0021.jpg,2.54143954,102.8096395,0,0,153.34,4/9/2022,43:43.2
N94E70-0022.jpg,2.541370421,102.8096706,0,0,153.27,4/9/2022,43:44.5
N94E70-0023.jpg,2.541301301,102.8097017,0,0,153.2,4/9/2022,43:45.8
N94E70-0024.jpg,2.541232182,102.8097328,0,0,153.13,4/9/2022,43:47.1
N94E70-0025.jpg,2.541163062,102.8097639,0,0,153.06,4/9/2022,43:48.4
N94E70-0026.jpg,2.541093943,102.809795,0,0,152.99,4/9/2022,43:49.7
N94E70-0027.jpg,2.541024824,102.8098261,0,0,152.92,4/9/2022,43:51.0
N94E70-0028.jpg,2.540955704,102.8098572,0,0,152.85,4/9/2022,43:52.3
N94E70-0029.jpg,2.540886585,102.8098883,0,0,152.78,4/9/2022,43:53.6
N94E70-0030.jpg,2.540817462,102.8099192,0,0,152.71,4/9/2022,43:54.9
