filename,latitude,longitude,roll,pitch,heading,date,time
N93E70-0016.jpg,2.54216,102.80709,0,0,72.1084,4/9/2022,43:17.2
N93E70-0017.jpg,2.54216848,102.8071168,0,0,72.1152,4/9/2022,43:18.5
N93E70-0018.jpg,2.54217697,102.8071435,0,0,72.0941,4/9/2022,43:20.1
N93E70-0019.jpg,2.54218545,102.8071703,0,0,72.1287,4/9/2022,43:21.4
N93E70-0020.jpg,2.54219394,102.8071971,0,0,72.1432,4/9/2022,43:22.9
N93E70-0021.jpg,2.54220242,102.8072238,0,0,72.1018,4/9/2022,43:24.2
N93E70-0022.jpg,2.54221091,102.8072506,0,0,72.0864,4/9/2022,43:25.8
N93E70-0023.jpg,2.5422194,102.8072774,0,0,72.1195,4/9/2022,43:27.1
N93E70-0024.jpg,2.54222788,102.8073042,0,0,72.134,4/9/2022,43:28.4
N93E70-0025.jpg,2.54223637,102.8073309,0,0,72.0911,4/9/2022,43:29.9
N93E70-0026.jpg,2.54224485,102.8073577,0,0,72.0756,4/9/2022,43:31.2
N93E70-0027.jpg,2.54225334,102.8073845,0,0,72.1064,4/9/2022,43:32.6
N93E70-0028.jpg,2.54226182,102.8074112,0,0,72.1198,4/9/2022,43:34.1
N93E70-0029.jpg,2.54227031,102.807438,0,0,72.0853,4/9/2022,43:35.3
N93E70-0030.jpg,2.5422788,102.8074648,0,0,72.0712,4/9/2022,43:36.8
N93E70-0031.jpg,2.54228728,102.8074915,0,0,72.1024,4/9/2022,43:38.2
N93E70-0032.jpg,2.54229577,102.8075183,0,0,72.1167,4/9/2022,43:39.7
N93E70-0033.jpg,2.54230425,102.8075451,0,0,72.0841,4/9/2022,43:41.0
N93E70-0034.jpg,2.54231274,102.8075718,0,0,72.0699,4/9/2022,43:42.5
N93E70-0035.jpg,2.54232122,102.8075986,0,0,72.0988,4/9/2022,43:43.9
N93E70-0036.jpg,2.54232971,102.8076254,0,0,72.1132,4/9/2022,43:45.3
N93E70-0037.jpg,2.54233819,102.8076521,0,0,72.0798,4/9/2022,43:46.8
N93E70-0038.jpg,2.54234668,102.8076789,0,0,72.0645,4/9/2022,43:48.2
N93E70-0039.jpg,2.54235516,102.8077057,0,0,72.0954,4/9/2022,43:49.7
N93E70-0040.jpg,2.54236365,102.8077324,0,0,72.1101,4/9/2022,43:51.1
N93E70-0041.jpg,2.54237213,102.8077592,0,0,72.0763,4/9/2022,43:52.4
N93E70-0042.jpg,2.54238062,102.807786,0,0,72.0618,4/9/2022,43:54.0
N93E70-0043.jpg,2.5423891,102.8078128,0,0,72.0927,4/9/2022,43:55.3
N93E70-0044.jpg,2.54239759,102.8078395,0,0,72.1064,4/9/2022,43:56.8
N93E70-0045.jpg,2.54240608,102.8078663,0,0,72.0718,4/9/2022,43:58.2
N93E70-0046.jpg,2.54241456,102.8078931,0,0,72.0583,4/9/2022,43:59.6
N93E70-0047.jpg,2.54242305,102.8079198,0,0,72.0892,4/9/2022,44:01.1
N93E70-0048.jpg,2.54243153,102.8079466,0,0,72.1039,4/9/2022,44:02.5
N93E70-0049.jpg,2.54244002,102.8079734,0,0,72.0684,4/9/2022,44:03.9
N93E70-0050.jpg,2.5424485,102.8080001,0,0,72.0559,4/9/2022,44:05.4
N93E70-0051.jpg,2.54245699,102.8080269,0,0,72.0864,4/9/2022,44:06.8
N93E70-0052.jpg,2.54246547,102.8080537,0,0,72.1011,4/9/2022,44:08.3
N93E70-0053.jpg,2.54247396,102.8080805,0,0,72.0654,4/9/2022,44:09.6
N93E70-0054.jpg,2.54248244,102.8081072,0,0,72.0529,4/9/2022,44:11.1
N93E70-0055.jpg,2.54249093,102.808134,0,0,72.0842,4/9/2022,44:12.5
N93E70-0056.jpg,2.54249942,102.8081608,0,0,72.0984,4/9/2022,44:13.8
N93E70-0057.jpg,2.5425079,102.8081875,0,0,72.0621,4/9/2022,44:15.3
N93E70-0058.jpg,2.54251639,102.8082143,0,0,72.0492,4/9/2022,44:16.8
N93E70-0059.jpg,2.54252487,102.8082411,0,0,72.0811,4/9/2022,44:18.2
N93E70-0060.jpg,2.54253336,102.8082678,0,0,72.0954,4/9/2022,44:19.7
N93E70-0061.jpg,2.54254184,102.8082946,0,0,72.0593,4/9/2022,44:21.0
N93E70-0062.jpg,2.54255033,102.8083214,0,0,72.0454,4/9/2022,44:22.5
N93E70-0063.jpg,2.54255882,102.8083482,0,0,72.0772,4/9/2022,44:23.9
N93E70-0064.jpg,2.5425673,102.8083749,0,0,72.0911,4/9/2022,44:25.4
N93E70-0065.jpg,2.54257579,102.8084017,0,0,72.0542,4/9/2022,44:26.7
N93E70-0066.jpg,2.54258427,102.8084285,0,0,72.0418,4/9/2022,44:28.2
N93E70-0067.jpg,2.54259276,102.8084552,0,0,72.0741,4/9/2022,44:29.6
N93E70-0068.jpg,2.54260124,102.808482,0,0,72.0874,4/9/2022,44:31.1
N93E70-0069.jpg,2.54260973,102.8085088,0,0,72.0518,4/9/2022,44:32.4
N93E70-0070.jpg,2.54261821,102.8085355,0,0,72.0384,4/9/2022,44:33.9
